index,name,age,height,nationality,price,max_price,position,shirt_nr,foot,club,contract_expires,joined_club,player_agent,outfitter,league
175,Jamal Lewis,25,1.78,Northern Ireland England,8.0,17.0,Defender - Left-Back,12,left,Newcastle,2025-06-30,2020-09-08,PLG,Nike,EPL
176,Paul Dummett,31,1.83,Wales England,1.2,7.0,Defender - Left-Back,3,left,Newcastle,2023-06-30,2012-07-01,Unique Sports Group,Nike,EPL
177,Kieran Trippier,32,1.73,England,13.0,35.0,Defender - Right-Back,2,right,Newcastle,2025-06-30,2022-01-07,CAA Base Ltd,Nike,EPL
178,Emil Krafth,28,1.84,Sweden,4.0,5.0,Defender - Right-Back,17,right,Newcastle,2024-06-30,2019-08-08,Global Soccer ...,adidas,EPL
179,Javier Manquillo,29,1.78,Spain,3.0,6.0,Defender - Right-Back,19,right,Newcastle,2024-06-30,2017-07-21,CAA Stellar,,EPL
180,Harrison Ashby,21,1.79,Scotland England,1.0,1.0,Defender - Right-Back,30,right,Newcastle,,2023-01-31,Wasserman,,EPL
181,Bruno Guimarães,25,1.82,Brazil Spain,60.0,60.0,midfield - Defensive Midfield,39,right,Newcastle,2026-06-30,2022-01-30,Bertolucci Sports,adidas,EPL
182,Joe Willock,23,1.86,England Montserrat,30.0,30.0,midfield - Central Midfield,28,right,Newcastle,2027-06-30,2021-08-13,,adidas,EPL
183,Sean Longstaff,25,1.87,England,22.0,22.0,midfield - Central Midfield,36,right,Newcastle,2025-06-30,2019-01-01,Gol International,,EPL
184,Matt Ritchie,33,1.73,Scotland England,1.8,12.0,midfield - Right Midfield,11,left,Newcastle,2023-06-30,2016-07-01,,,EPL
185,Joelinton,26,1.86,Brazil,38.0,38.0,midfield - Attacking Midfield,7,right,Newcastle,2025-06-30,2019-07-23,ROGON,,EPL
186,Elliot Anderson,20,1.79,Scotland England,3.5,3.5,midfield - Attacking Midfield,32,right,Newcastle,2026-06-30,2022-07-01,CAA Stellar,Nike,EPL
187,Anthony Gordon,22,1.82,England,40.0,40.0,Attack - Left Winger,8,right,Newcastle,,2023-01-29,Unique Sports Group,adidas,EPL
188,Allan Saint-Maximin,26,1.73,France Guadeloupe,35.0,40.0,Attack - Left Winger,10,right,Newcastle,2026-06-30,2019-08-02,,Puma,EPL
189,Ryan Fraser,29,1.63,Scotland,8.0,30.0,Attack - Left Winger,21,right,Newcastle,2025-06-30,2020-09-07,Wasserman,Nike,EPL
190,Miguel Almirón,29,1.74,Paraguay,35.0,35.0,Attack - Right Winger,24,left,Newcastle,2026-06-30,2019-01-31,Osvaldo Daniel Campo,,EPL
191,Jacob Murphy,28,1.73,England Ireland,10.0,10.0,Attack - Right Winger,23,right,Newcastle,2027-06-30,2017-07-19,New Era Global ...,,EPL
192,Alexander Isak,23,1.92,Sweden Eritrea,50.0,50.0,Attack - Centre-Forward,14,right,Newcastle,2028-06-30,2022-08-26,Universal Twenty Two,adidas,EPL
193,Callum Wilson,31,1.8,England,18.0,30.0,Attack - Centre-Forward,9,right,Newcastle,2024-06-30,2020-09-07,Unique Sports Group,Nike,EPL
194,Alphonse Areola,30,1.95,France Philippines,8.0,17.5,Goalkeeper,13,right,West Ham,2027-06-30,2022-07-01,Rafaela Pimenta,,EPL
195,Lukasz Fabianski,38,1.9,Poland,1.0,9.0,Goalkeeper,1,right,West Ham,2023-06-30,2018-07-01,ROOF,adidas,EPL
196,Nayef Aguerd,27,1.9,Morocco,32.0,32.0,Defender - Centre-Back,27,left,West Ham,2027-06-30,2022-07-01,Trivela SM,,EPL
197,Kurt Zouma,28,1.9,France Central African Republic,28.0,35.0,Defender - Centre-Back,4,right,West Ham,2025-06-30,2021-08-28,,,EPL
198,Thilo Kehrer,26,1.86,Germany Burundi,18.0,35.0,Defender - Centre-Back,24,right,West Ham,2026-06-30,2022-08-17,Dirk Hebel,Nike,EPL
199,Angelo Ogbonna,34,1.91,Italy Nigeria,1.0,13.0,Defender - Centre-Back,21,left,West Ham,2023-06-30,2015-07-10,Branchini Associati ...,adidas,EPL
200,Emerson,28,1.76,Italy Brazil,12.0,30.0,Defender - Left-Back,33,left,West Ham,2026-06-30,2022-08-23,PS Sports,adidas,EPL
201,Aaron Cresswell,33,1.7,England,2.5,12.0,Defender - Left-Back,3,left,West Ham,2023-06-30,2014-07-03,Unique Sports Group,adidas,EPL
202,Ben Johnson,23,1.84,England,12.0,12.0,Defender - Right-Back,2,right,West Ham,2024-06-30,2020-07-01,CAA Base Ltd,,EPL
203,Vladimir Coufal,30,1.79,Czech Republic,9.0,12.0,Defender - Right-Back,5,right,West Ham,2023-06-30,2020-10-02,K2K Sports ...,,EPL
204,Declan Rice,24,1.88,England Ireland,80.0,80.0,midfield - Defensive Midfield,41,right,West Ham,2024-06-30,2017-07-01,Relatives,adidas,EPL
205,Tomas Soucek,28,1.92,Czech Republic,35.0,45.0,midfield - Defensive Midfield,28,right,West Ham,2024-06-30,2020-07-27,Int. Sport ...,,EPL
206,Flynn Downes,24,1.78,England,8.0,8.0,midfield - Central Midfield,12,right,West Ham,2027-06-30,2022-07-07,Wasserman,,EPL
207,Lucas Paquetá,25,1.8,Brazil Portugal,45.0,45.0,midfield - Attacking Midfield,11,left,West Ham,2027-06-30,2022-08-29,Brazil Soccer,Nike,EPL
208,Pablo Fornals,27,1.78,Spain,25.0,30.0,midfield - Attacking Midfield,8,right,West Ham,2024-06-30,2019-07-01,Toldra Consulting ...,Nike,EPL
209,Manuel Lanzini,30,1.67,Argentina Italy,8.0,20.0,midfield - Attacking Midfield,10,right,West Ham,2023-06-30,2016-07-01,Hernan Berman,Nike,EPL
210,Saïd Benrahma,27,1.72,Algeria France,22.0,25.0,Attack - Left Winger,22,right,West Ham,2026-06-30,2021-01-29,KDS FM,,EPL
211,Maxwel Cornet,26,1.79,Cote d'Ivoire France,15.0,18.0,Attack - Left Winger,14,left,West Ham,2027-06-30,2022-08-05,Unique Sports Group,adidas,EPL
212,Jarrod Bowen,26,1.82,England,38.0,42.0,Attack - Right Winger,20,left,West Ham,2025-06-30,2020-01-31,PLG,adidas,EPL
213,Gianluca Scamacca,24,1.95,Italy,27.0,30.0,Attack - Centre-Forward,7,right,West Ham,2027-06-30,2022-07-26,CAA Stellar,Nike,EPL
214,Danny Ings,30,1.77,England,16.0,22.0,Attack - Centre-Forward,18,right,West Ham,2025-06-30,2023-01-20,,Nike,EPL
215,Michail Antonio,33,1.8,Jamaica England,9.0,18.0,Attack - Centre-Forward,9,right,West Ham,2024-06-30,2015-09-01,Unique Sports Group,Umbro,EPL
216,Danny Ward,29,1.91,Wales,8.0,10.0,Goalkeeper,1,right,Leicester,2025-06-30,2018-07-20,CAA Stellar,Nike,EPL
217,Daniel Iversen,25,1.91,Denmark,2.0,2.0,Goalkeeper,31,,Leicester,2025-06-30,2020-07-01,First Touch,Uhlsport,EPL
218,Alex Smithies,33,1.89,England,0.6,3.5,Goalkeeper,12,right,Leicester,2024-06-30,2022-08-12,World in Motion,,EPL
219,Wout Faes,25,1.87,Belgium,20.0,20.0,Defender - Centre-Back,3,right,Leicester,2027-06-30,2022-09-01,Claes Agency,,EPL
220,Caglar Söyüncü,26,1.85,Turkey,15.0,45.0,Defender - Centre-Back,4,right,Leicester,2023-06-30,2018-08-09,Wasserman,Nike,EPL
221,Harry Souttar,24,1.98,Australia Scotland,15.0,15.0,Defender - Centre-Back,15,right,Leicester,2028-06-30,2023-01-31,FullNinety,,EPL
222,Daniel Amartey,28,1.86,Ghana,15.0,15.0,Defender - Centre-Back,18,right,Leicester,2023-06-30,2016-01-22,Gol International,Puma,EPL
223,Jannik Vestergaard,30,1.99,Denmark Germany,5.0,20.0,Defender - Centre-Back,23,both,Leicester,2024-06-30,2021-08-13,Unique Sports Group,adidas,EPL
224,Jonny Evans,35,1.88,Northern Ireland,3.0,15.0,Defender - Centre-Back,6,both,Leicester,2023-06-30,2018-07-01,,Nike,EPL
225,Victor Kristiansen,20,1.81,Denmark,12.0,12.0,Defender - Left-Back,16,left,Leicester,2028-06-30,2023-01-20,Boutique Transfers,,EPL
226,Luke Thomas,21,1.81,England,10.0,12.0,Defender - Left-Back,33,left,Leicester,2024-06-30,2020-07-01,Wasserman,,EPL
227,Ryan Bertrand,33,1.79,England Egypt,1.0,20.0,Defender - Left-Back,5,left,Leicester,2023-06-30,2021-07-15,FA Sport,,EPL
228,Timothy Castagne,27,1.85,Belgium,28.0,28.0,Defender - Right-Back,27,right,Leicester,2025-06-30,2020-09-03,Zénon Melon,Nike,EPL
229,James Justin,25,1.83,England St. Lucia,25.0,25.0,Defender - Right-Back,2,right,Leicester,2026-06-30,2019-07-01,CAA Stellar,Nike,EPL
230,Ricardo Pereira,29,1.75,Portugal Cape Verde,12.0,40.0,Defender - Right-Back,21,right,Leicester,2026-06-30,2018-07-01,Gestifute,Nike,EPL
231,Wilfred Ndidi,26,1.83,Nigeria,32.0,60.0,midfield - Defensive Midfield,25,right,Leicester,2024-06-30,2017-01-03,firsteleven ISM,Nike,EPL
232,Boubakary Soumaré,24,1.88,France Senegal,20.0,28.0,midfield - Defensive Midfield,42,right,Leicester,2026-06-30,2021-07-02,Sport Avenir ...,adidas,EPL
233,Nampalys Mendy,30,1.67,Senegal France,3.5,12.0,midfield - Defensive Midfield,24,right,Leicester,2023-06-30,2016-07-03,Extra Time Sports ...,adidas,EPL
234,Youri Tielemans,26,1.76,Belgium DR Congo,30.0,55.0,midfield - Central Midfield,8,right,Leicester,2023-06-30,2019-07-08,Claes Agency,Nike,EPL
235,Kiernan Dewsbury-Hall,24,1.78,England,25.0,25.0,midfield - Central Midfield,22,left,Leicester,2027-06-30,2021-07-01,Wasserman,,EPL
236,Dennis Praet,29,1.81,Belgium,8.0,25.0,midfield - Central Midfield,26,right,Leicester,2024-06-30,2019-08-08,MARTIN RIHA,Nike,EPL
237,James Maddison,26,1.75,England,55.0,60.0,midfield - Attacking Midfield,10,right,Leicester,2024-06-30,2018-07-01,CAA Base Ltd,Puma,EPL
238,Harvey Barnes,25,1.82,England Scotland,32.0,35.0,Attack - Left Winger,7,right,Leicester,2025-06-30,2018-07-01,Wasserman,,EPL
239,Tetê,23,1.75,Brazil,25.0,28.0,Attack - Right Winger,37,left,Leicester,2023-06-30,2023-01-29,PabloBueno360,adidas,EPL
240,Patson Daka,24,1.83,Zambia,20.0,22.0,Attack - Centre-Forward,20,right,Leicester,2026-06-30,2021-07-01,12 MANagement,Nike,EPL
241,Kelechi Iheanacho,26,1.85,Nigeria,17.0,20.0,Attack - Centre-Forward,14,left,Leicester,2024-06-30,2017-08-03,,Nike,EPL
242,Jamie Vardy,36,1.79,England,4.0,20.0,Attack - Centre-Forward,9,right,Leicester,2024-06-30,2012-07-01,Wasserman,adidas,EPL
243,Emiliano Martínez,30,1.95,Argentina Spain,28.0,35.0,Goalkeeper,1,right,Aston Villa,2027-06-30,2020-09-16,Universal Twenty Two,Puma,EPL
244,Robin Olsen,33,1.96,Sweden Denmark,2.0,10.0,Goalkeeper,25,right,Aston Villa,,2022-07-01,HCM Sports ...,Nike,EPL
245,Jed Steer,30,1.83,England Scotland,0.6,2.0,Goalkeeper,12,left,Aston Villa,2023-06-30,2013-07-01,CAA Stellar,,EPL
246,Viljami Sinisalo,21,1.9,Finland,0.4,0.4,Goalkeeper,38,right,Aston Villa,2025-06-30,2022-07-01,Tim Pole,,EPL
247,Diego Carlos,30,1.85,Brazil Spain,30.0,50.0,Defender - Centre-Back,3,right,Aston Villa,2026-06-30,2022-07-01,Bertolucci Sports,,EPL
248,Tyrone Mings,30,1.96,England,25.0,32.0,Defender - Centre-Back,5,left,Aston Villa,2026-06-30,2019-07-08,Wasserman,Under Armour,EPL
249,Ezri Konsa,25,1.83,England DR Congo,22.0,25.0,Defender - Centre-Back,4,right,Aston Villa,2026-06-30,2019-07-11,CAA Stellar,,EPL
250,Calum Chambers,28,1.82,England,8.0,18.0,Defender - Centre-Back,16,right,Aston Villa,2025-06-30,2022-01-27,Relatives,Nike,EPL
251,Álex Moreno,29,1.79,Spain,20.0,20.0,Defender - Left-Back,15,left,Aston Villa,2026-06-30,2023-01-11,Gol International,,EPL
252,Lucas Digne,29,1.78,France,17.0,35.0,Defender - Left-Back,27,left,Aston Villa,2026-06-30,2022-01-13,Beckster Int.,adidas,EPL
253,Matty Cash,25,1.85,Poland England,22.0,25.0,Defender - Right-Back,2,right,Aston Villa,2027-06-30,2020-09-03,Simply Sport ...,Under Armour,EPL
254,Ashley Young,37,1.75,England Jamaica,1.0,27.0,Defender - Right-Back,18,both,Aston Villa,2023-06-30,2021-07-01,CAA Base Ltd,adidas,EPL
255,Boubacar Kamara,23,1.84,France Senegal,25.0,37.0,midfield - Defensive Midfield,44,right,Aston Villa,2027-06-30,2022-07-01,Sport Avenir ...,Nike,EPL
256,Leander Dendoncker,28,1.88,Belgium,17.0,32.0,midfield - Defensive Midfield,32,right,Aston Villa,,2022-09-01,Wasserman,Nike,EPL
257,Douglas Luiz,25,1.77,Brazil,35.0,38.0,midfield - Central Midfield,6,right,Aston Villa,2026-06-30,2019-07-25,Sports Invest UK ltd,,EPL
258,Jacob Ramsey,21,1.8,England,32.0,32.0,midfield - Central Midfield,41,right,Aston Villa,2027-06-30,2020-07-01,Unique Sports Group,,EPL
259,John McGinn,28,1.78,Scotland,27.0,32.0,midfield - Central Midfield,7,left,Aston Villa,2025-06-30,2018-08-08,,,EPL
260,Leon Bailey,25,1.78,Jamaica,25.0,45.0,Attack - Left Winger,31,left,Aston Villa,2025-06-30,2021-08-04,Phoenix Sports ...,Nike,EPL
261,Philippe Coutinho,30,1.72,Brazil Portugal,14.0,150.0,Attack - Left Winger,23,right,Aston Villa,2026-06-30,2022-07-01,Sports Invest UK ltd,Nike,EPL
262,Emiliano Buendía,26,1.72,Argentina Spain,28.0,35.0,Attack - Right Winger,10,right,Aston Villa,2026-06-30,2021-07-01,Universal Twenty Two,,EPL
263,Bertrand Traoré,27,1.81,Burkina Faso,14.0,20.0,Attack - Right Winger,9,left,Aston Villa,2024-06-30,2020-09-19,CAA Stellar,,EPL
264,Ollie Watkins,27,1.8,England,32.0,35.0,Attack - Centre-Forward,11,right,Aston Villa,2025-06-30,2020-09-09,Two Touch Agency,Under Armour,EPL
265,Jhon Durán,19,1.85,Colombia,12.0,12.0,Attack - Centre-Forward,22,left,Aston Villa,,2023-01-23,Jonathan Herrera,,EPL
266,José Sá,30,1.92,Portugal,18.0,18.0,Goalkeeper,1,right,Wolves,2026-06-30,2021-07-15,Gestifute,,EPL
267,Daniel Bentley,29,1.93,England,1.8,4.0,Goalkeeper,25,,Wolves,2025-06-30,2023-01-25,Unique Sports Group,,EPL
268,Louie Moulden,21,1.9,England,0.2,0.2,Goalkeeper,13,right,Wolves,2024-06-30,2021-07-01,Unique Sports Group,Puma,EPL
269,Max Kilman,25,1.94,England Ukraine,25.0,25.0,Defender - Centre-Back,23,left,Wolves,2026-06-30,2018-08-09,Wasserman,,EPL
270,Nathan Collins,22,1.93,Ireland,22.0,22.0,Defender - Centre-Back,4,right,Wolves,2027-06-30,2022-07-12,,,EPL
271,Craig Dawson,33,1.88,England,2.5,8.0,Defender - Centre-Back,15,right,Wolves,2025-06-30,2023-01-22,Unique Sports Group,,EPL
272,Toti,24,1.87,Portugal Guinea-Bissau,2.5,2.5,Defender - Centre-Back,24,left,Wolves,2027-06-30,2020-09-02,Element Twelve,,EPL
273,Rayan Aït-Nouri,21,1.8,Algeria France,22.0,22.0,Defender - Left-Back,3,left,Wolves,2026-06-30,2021-07-09,Gestifute,,EPL
274,Jonny Otto,29,1.75,Spain,17.0,20.0,Defender - Left-Back,19,both,Wolves,2025-06-30,2019-01-31,Intermedia Sport ...,,EPL
275,Hugo Bueno,20,1.8,Spain,0.2,0.2,Defender - Left-Back,64,left,Wolves,2026-06-30,2022-07-01,Footfeel ISM,,EPL
276,Nélson Semedo,29,1.77,Portugal Cape Verde,15.0,40.0,Defender - Right-Back,22,right,Wolves,2023-06-30,2020-09-23,Gestifute,Nike,EPL
277,Rúben Neves,26,1.8,Portugal,40.0,50.0,midfield - Defensive Midfield,8,right,Wolves,2024-06-30,2017-07-08,Gestifute,Nike,EPL
278,Mario Lemina,29,1.84,Gabon France,10.0,15.0,midfield - Defensive Midfield,5,right,Wolves,2025-06-30,2023-01-13,G&ML SPORTS LIMITED,adidas,EPL
279,Boubacar Traoré,21,1.83,Mali,5.0,5.0,midfield - Defensive Midfield,6,,Wolves,2023-06-30,2022-09-01,forward management ...,,EPL
280,Joe Hodge,20,1.72,Ireland England,0.5,0.5,midfield - Defensive Midfield,59,right,Wolves,2027-06-30,2022-07-01,Fortitude Sports ...,,EPL
281,Matheus Nunes,24,1.83,Portugal Brazil,45.0,45.0,midfield - Central Midfield,27,right,Wolves,2027-06-30,2022-08-18,Gestifute,,EPL
282,João Gomes,22,1.76,Brazil,15.0,15.0,midfield - Central Midfield,35,right,Wolves,2028-06-30,2023-01-30,Carlos Leite,Nike,EPL
283,João Moutinho,36,1.7,Portugal,2.0,30.0,midfield - Central Midfield,28,right,Wolves,2023-06-30,2018-07-24,Gestifute,adidas,EPL
284,Daniel Podence,27,1.65,Portugal,20.0,25.0,Attack - Left Winger,10,right,Wolves,2024-06-30,2020-01-30,Gestifute,,EPL
285,Chiquinho,23,1.79,Portugal Cape Verde,2.5,3.0,Attack - Left Winger,20,right,Wolves,2026-06-30,2022-01-17,Quinas,,EPL
286,Pedro Neto,23,1.72,Portugal,32.0,38.0,Attack - Right Winger,7,left,Wolves,2027-06-30,2019-08-02,Gestifute,,EPL
287,Pablo Sarabia,31,1.74,Spain,16.0,40.0,Attack - Right Winger,21,left,Wolves,2025-06-30,2023-01-17,Pablo Barquero,adidas,EPL
288,Adama Traoré,27,1.78,Spain Mali,12.0,40.0,Attack - Right Winger,37,right,Wolves,2023-06-30,2018-08-08,Gestifute,,EPL
289,Matheus Cunha,23,1.83,Brazil,30.0,32.0,Attack - Centre-Forward,12,right,Wolves,2023-06-30,2023-01-01,Bertolucci Sports,Nike,EPL
290,Sasa Kalajdzic,25,2.0,Austria Serbia,18.0,25.0,Attack - Centre-Forward,18,right,Wolves,2027-06-30,2022-08-31,SPOCS Global Sports,,EPL
291,Hee-chan Hwang,27,1.77,"Korea, South",12.0,16.0,Attack - Centre-Forward,11,right,Wolves,2026-06-30,2022-07-01,Relatives,,EPL
292,Raúl Jiménez,32,1.88,Mexico,9.0,50.0,Attack - Centre-Forward,9,right,Wolves,2024-06-30,2019-07-01,,Nike,EPL
293,Diego Costa,34,1.86,Spain Brazil,3.5,60.0,Attack - Centre-Forward,29,right,Wolves,2023-06-30,2022-09-12,A10 PRO,adidas,EPL
294,Gavin Bazunu,21,1.88,Ireland Nigeria,18.0,18.0,Goalkeeper,31,right,Southampton,2027-06-30,2022-07-01,Gest Eleven,,EPL
295,Alex McCarthy,33,1.93,England,2.0,6.5,Goalkeeper,1,right,Southampton,2025-06-30,2016-08-01,SBM,,EPL
296,Willy Caballero,41,1.86,Argentina Spain,0.2,5.0,Goalkeeper,13,right,Southampton,2023-06-30,2021-12-06,,,EPL
297,Armel Bella-Kotchap,21,1.9,Germany Cameroon,20.0,20.0,Defender - Centre-Back,37,right,Southampton,2026-06-30,2022-07-01,Relatives,,EPL
298,Mohammed Salisu,24,1.88,Ghana,18.0,18.0,Defender - Centre-Back,22,left,Southampton,2024-06-30,2020-08-12,JM10 SPORT,Nike,EPL
299,Duje Caleta-Car,26,1.92,Croatia,14.0,25.0,Defender - Centre-Back,6,right,Southampton,2026-06-30,2022-09-01,CAA Stellar,,EPL
300,Jan Bednarek,27,1.89,Poland,14.0,25.0,Defender - Centre-Back,35,right,Southampton,2025-06-30,2017-07-01,Fabryka Futbolu,adidas,EPL
301,Lyanco,26,1.87,Brazil Serbia,4.0,8.0,Defender - Centre-Back,4,right,Southampton,2025-06-30,2021-08-25,MV SPORTS & MKT,,EPL
302,Romain Perraud,25,1.73,France,12.0,12.0,Defender - Left-Back,15,left,Southampton,2025-06-30,2021-07-02,Unique Sports Group,Nike,EPL
303,Juan Larios,19,1.7,Spain,7.0,7.0,Defender - Left-Back,28,left,Southampton,2027-06-30,2022-09-01,Promoesport,adidas,EPL
304,Kyle Walker-Peters,26,1.73,England,25.0,25.0,Defender - Right-Back,2,right,Southampton,2025-06-30,2020-08-11,CAA Base Ltd,adidas,EPL
305,Tino Livramento,20,1.73,England Scotland,25.0,25.0,Defender - Right-Back,21,right,Southampton,2026-06-30,2021-08-02,Wasserman,adidas,EPL
306,James Bree,25,1.78,England,3.0,3.0,Defender - Right-Back,14,right,Southampton,2026-06-30,2023-01-26,Wasserman,,EPL
307,Roméo Lavia,19,1.81,Belgium,25.0,25.0,midfield - Defensive Midfield,45,right,Southampton,2027-06-30,2022-07-06,Elite Project Group ...,adidas,EPL
308,Ibrahima Diallo,24,1.79,France Senegal,8.0,15.0,midfield - Defensive Midfield,27,right,Southampton,2024-06-30,2020-10-04,Classico,,EPL
309,James Ward-Prowse,28,1.77,England,38.0,38.0,midfield - Central Midfield,8,right,Southampton,2026-06-30,2012-07-01,CAA Stellar,,EPL
310,Carlos Alcaraz,20,1.83,Argentina,12.0,12.0,midfield - Central Midfield,26,right,Southampton,2027-06-30,2023-01-11,Rol Sports ...,,EPL
311,Stuart Armstrong,31,1.83,Scotland,6.0,8.0,midfield - Central Midfield,17,right,Southampton,2024-06-30,2018-07-01,PLG,,EPL
312,Ainsley Maitland-Niles,25,1.8,England Jamaica,8.0,18.0,midfield - Right Midfield,3,right,Southampton,2023-05-31,2022-09-01,Tier One,Nike,EPL
313,Joe Aribo,26,1.83,Nigeria England,15.0,15.0,midfield - Attacking Midfield,7,left,Southampton,2026-06-30,2022-07-09,Elite Project Group ...,,EPL
314,Kamaldeen Sulemana,21,1.75,Ghana,22.0,22.0,Attack - Left Winger,20,right,Southampton,2027-06-30,2023-01-31,Relatives,,EPL
315,Mohamed Elyounoussi,28,1.78,Norway,12.0,15.0,Attack - Left Winger,24,right,Southampton,2023-06-30,2018-07-01,CLS Mundial,,EPL
316,Moussa Djenepo,24,1.77,Mali,10.0,13.0,Attack - Left Winger,19,right,Southampton,2025-06-30,2019-07-01,12 MANagement,,EPL
317,Mislav Orsic,30,1.79,Croatia,7.0,12.0,Attack - Left Winger,11,right,Southampton,2025-06-30,2023-01-06,HBR Sport,Nike,EPL
318,Samuel Edozie,20,1.81,England Nigeria,7.0,7.0,Attack - Left Winger,23,right,Southampton,2027-06-30,2022-09-01,Unique Sports Group,,EPL
319,Theo Walcott,34,1.75,England,1.8,28.0,Attack - Right Winger,32,both,Southampton,2023-06-30,2021-07-01,Wasserman,adidas,EPL
320,Ché Adams,26,1.79,Scotland England,22.0,22.0,Attack - Centre-Forward,10,right,Southampton,2024-06-30,2019-07-01,Unique Sports Group,,EPL
321,Paul Onuachu,28,2.01,Nigeria,17.0,22.0,Attack - Centre-Forward,12,right,Southampton,2026-06-30,2023-01-31,Niagara Sports ...,,EPL
322,Adam Armstrong,26,1.73,England,12.0,18.0,Attack - Centre-Forward,9,right,Southampton,2025-06-30,2021-08-10,CAA Stellar,,EPL
323,Sékou Mara,20,1.83,France Senegal,12.0,12.0,Attack - Centre-Forward,18,right,Southampton,2026-06-30,2022-07-25,BS Group - BS Law,Nike,EPL
324,Robert Sánchez,25,1.97,Spain England,32.0,32.0,Goalkeeper,1,right,Brighton,2025-06-30,2020-07-01,CAA Stellar,,EPL
325,Jason Steele,32,1.88,England,1.0,1.5,Goalkeeper,23,right,Brighton,2025-06-30,2018-07-01,,,EPL
326,Tom McGill,23,1.85,Canada England,0.2,0.2,Goalkeeper,38,right,Brighton,2023-06-30,2022-07-29,10Ten Football,,EPL
327,Adam Webster,28,1.9,England,22.0,22.0,Defender - Centre-Back,4,right,Brighton,2026-06-30,2019-08-03,,,EPL
328,Lewis Dunk,31,1.92,England,18.0,27.0,Defender - Centre-Back,5,right,Brighton,2025-06-30,2010-07-01,CAA Stellar,,EPL
329,Levi Colwill,20,1.87,England,16.0,16.0,Defender - Centre-Back,6,left,Brighton,2023-05-31,2022-08-05,FA Sport,,EPL
330,Jan Paul van Hecke,22,1.89,Netherlands,4.0,5.0,Defender - Centre-Back,29,right,Brighton,2023-06-30,2020-09-10,V4S,,EPL
331,Pervis Estupiñán,25,1.75,Ecuador Spain,20.0,20.0,Defender - Left-Back,30,left,Brighton,2027-06-30,2022-08-16,Promoesport,Nike,EPL
332,Tariq Lamptey,22,1.63,Ghana England,15.0,18.0,Defender - Right-Back,2,right,Brighton,2025-06-30,2020-01-31,Relatives,adidas,EPL
333,Joël Veltman,31,1.84,Netherlands,10.0,10.0,Defender - Right-Back,34,right,Brighton,2023-06-30,2020-07-29,Elite Management ...,Nike,EPL
334,Moisés Caicedo,21,1.78,Ecuador,55.0,55.0,midfield - Defensive Midfield,25,right,Brighton,2027-06-30,2021-02-01,Fútbol División,,EPL
335,Alexis Mac Allister,24,1.74,Argentina,42.0,42.0,midfield - Central Midfield,10,right,Brighton,2025-06-30,2019-01-24,,adidas,EPL
336,Jakub Moder,24,1.91,Poland,12.0,12.0,midfield - Central Midfield,15,right,Brighton,2025-06-30,2020-10-04,Fabryka Futbolu,adidas,EPL
337,Billy Gilmour,21,1.7,Scotland,9.0,15.0,midfield - Central Midfield,27,right,Brighton,2026-06-30,2022-09-01,CAA Stellar,adidas,EPL
338,Pascal Groß,31,1.81,Germany,8.0,12.0,midfield - Central Midfield,13,right,Brighton,2025-06-30,2017-07-01,TDS SPORTS,adidas,EPL
339,Yasin Ayari,19,1.72,Sweden Tunisia,4.0,4.0,midfield - Central Midfield,26,right,Brighton,2027-06-30,2023-01-30,Universal Twenty Two,,EPL
340,Facundo Buonanotte,18,1.74,Argentina Italy,9.0,9.0,midfield - Attacking Midfield,40,left,Brighton,2026-06-30,2023-01-01,,,EPL
341,Jeremy Sarmiento,20,1.78,Ecuador England,5.0,5.0,midfield - Attacking Midfield,19,right,Brighton,2026-06-30,2021-07-02,Relatives,adidas,EPL
342,Adam Lallana,35,1.72,England,1.5,25.0,midfield - Attacking Midfield,14,both,Brighton,2024-06-30,2020-07-27,CAA Stellar,Puma,EPL
343,Kaoru Mitoma,25,1.78,Japan,22.0,22.0,Attack - Left Winger,22,right,Brighton,2025-06-30,2021-08-10,Athlete Solution Inc,Puma,EPL
